instStructName_s;labStructName_s;thesisSchool_s;authFullName_s;title_s;defenseDate_s;language_s;committee_s;director_s;domainAllCode_s;keyword_s;nntId_id;anrProjectAcronym_s;europeanProject;uri_s
Université Joseph Fourier - Grenoble 1,Centre National de la Recherche Scientifique;Laboratoire Interdisciplinaire de Physique [Saint Martin d’Hères];École doctorale physique (Grenoble);Alexandre Nicolas;The Flow of Amorphous Solids : Elastoplastic Models and Mode-Coupling Theory,Ecoulements des solides amorphes : modélisation élastoplastique et théorie de couplage de modes;08/10/2014;en;Gioacchino Viggiani [Président],Stéphane Roux [Rapporteur],Peter Sollich [Rapporteur],Matthias Fuchs,Olivier Pouliquen;Jean-Louis Barrat;phys.cond.cm-gen;Soft glassy materials,Elastoplastic,Shear-banding,Rheology,Cooperativity,Verres,Élastoplastique,Écoulement par bandes,Rhéologie,Verres mous;;;;https://tel.archives-ouvertes.fr/tel-01166026
Université Joseph Fourier - Grenoble 1,Centre National de la Recherche Scientifique;Laboratoire Interdisciplinaire de Physique [Saint Martin d’Hères];École doctorale physique (Grenoble);Ancut?a Teodora S?cheul;Two approaches for a simpler STED microscope using a dual-color laser or a single wavelength,Deux approches pour simplifier la microscopie STED : développement d'un laser à deux couleur et d'un concept de STED en utilisant une seule longueur d'onde;22/11/2013;en;Dominique Bourgeois [Président],Sandrine Lévêque-Fort [Rapporteur],Mark Neil [Rapporteur],Simion Astilean;Jean-Claude Vial,Irène Wang;phys.cond.cm-gen;Harmonic conversion,Microchip laser,Microscopy,Two-photon,Superresolution,Conversion harmonique,Microchip laser,Microscopie,Deux-photons,Superresolution;;;;https://tel.archives-ouvertes.fr/tel-01558306
Université Joseph Fourier - Grenoble 1,Centre National de la Recherche Scientifique,Université Joseph Fourier - Grenoble 1,CHU Grenoble,EFS,Institut National de la Santé et de la Recherche Médicale;Laboratoire Interdisciplinaire de Physique [Saint Martin d’Hères],Institut d'oncologie|développement Albert Bonniot de Grenoble;École doctorale physique (Grenoble);Richard de Mets;Etude de la mécanotransduction : relation entre les forces de tractions cellulaires et la dynamique des intégrines.,Study of the mechanotransduction : Relation between cellular traction forces and integrin dynamics.;05/10/2015;fr;Catherine Picart [Président],René-Marc Mege [Rapporteur],Grégory Giannone [Rapporteur],Marc Tramier;Antoine Delon,Olivier Destaing;phys.phys,phys.meca,phys.meca.biom;Traction forces,Mechanotransduction,Integrins,Mobility,Fluctuation microscopy,Mecanotransduction,Microscopie de fluctuation,Mobilité,Integrines,Forces de tractions;;;;https://tel.archives-ouvertes.fr/tel-01237682
Université Joseph Fourier - Grenoble 1,Centre National de la Recherche Scientifique;Laboratoire Interdisciplinaire de Physique [Saint Martin d’Hères];EDPIF;Mathieu Hemery;Mode?les d’e?volution de prote?ines en environnement variable,Models of proteins evolution in fluctuating environment;21/10/2015;fr;Paul FRANC?OIS,Yves-Henri SANEJOUAND,Luca PELITI,Martin WEIGT,Florent KRZAKALA;Florent KRZAKALA,Olivier RIVOIRE;phys.phys.phys-bio-ph;Evolution,Fluctuating Environment,Protein,Sector,Elastic Network Model,Allostery,Sparsity,Modularity,Secteurs,Mode?le E?lastique,Prote?ine,E?volution,Environnement Variable,Alloste?rie,Parci- monie,Modularite?;;;;https://tel.archives-ouvertes.fr/tel-01273695
Université Joseph Fourier - Grenoble 1,Centre National de la Recherche Scientifique;Laboratoire Interdisciplinaire de Physique [Saint Martin d’Hères];École doctorale chimie et science du vivant (Grenoble);Stéphane Pinhal;Mécanismes de l'inhibition de la croissance par l'acétate chez Escherichia coli,Mechanisms of the inhibition of the growth of Escherichia coli by the acetate;17/03/2015;fr;Christelle Breton [Président],Gilles Truan [Rapporteur],Aline Métris [Rapporteur],Jean-Pierre Mazat;Johannes Geiselmann,Delphine Ropers,Hidde de Jong;phys.phys;IGEM,Synthetic biology,Escherichia coli,Metabolism,Acetate,Growth,Inhibition,Inhibition,Croissance,Acétate,Métabolisme,Escherichia coli,Biologie synthétique,IGEM;;;;https://tel.archives-ouvertes.fr/tel-01178817
Université Joseph Fourier - Grenoble 1,Centre National de la Recherche Scientifique,Institut polytechnique de Grenoble - Grenoble Institute of Technology;Institut Néel;École doctorale physique (Grenoble);Martial Defoort;Dynamique non-linéaire dans les systèmes nano-électromécanique à basses températures,Non-linear dynamics in nano-electromechanical systems at low temperatures;16/12/2014;en;Olivier Bourgeois [Président],Warner Venstra [Rapporteur],Mark Dykman [Rapporteur],Stephen Thomas Purcell,Sébastien Hentz;Eddy Collin;phys.cond;Cryogenics,Non-linearity,Nanomechanics,Nanomécanique,Non-linéarité,Cryogénie;;;;https://hal.archives-ouvertes.fr/tel-01332665v2
Université de Sherbrooke [Sherbrooke],Université Grenoble Alpes [2016-2019],École Centrale de Lyon,Institut National des Sciences Appliquées de Lyon,Université de Sherbrooke [Sherbrooke],École supérieure de Chimie Physique Electronique de Lyon,Centre National de la Recherche Scientifique;Département de génie électrique et génie informatique [Sherbrooke],Laboratoire Nanotechnologies Nanosystèmes;;Youcef A. Bioud;Defects Engineering in Heteroepitaxial Growth of Ge-on-Si: Porous Germanium-based Virtual Substrates for High-Efficiency Photovoltaic Devices,Ingénierie de défauts liés à l’hétéroépitaxie de Ge sur Si: Substrats virtuels à base de germanium poreux pour le photovoltaïque;28/09/2018;en;Oussama Moutanabbir,Jan Dubowski,Abderraouf Boucherif;Richard Ares,Dominique Drouin;phys.cond.cm-ms;Porous germanium,Electrochemistry of Semiconductors,Dislocations / voids,Multi-junction solar cells,Virtual Substrates,Heteroepitaxy,Cellules photovoltaïques,Germanium méso-poreux,Électrochimie des semi-conducteurs,Dislocations / cavités,Substrats virtuels,Hétéroépitaxie;;;;https://hal.archives-ouvertes.fr/tel-01929045
Université Joseph Fourier - Grenoble 1,École Nationale Supérieure de Physique de Grenoble (ENSPG),Centre National de la Recherche Scientifique;Science et Ingenierie\, MAtériaux Procédés;École doctorale Ingénierie - matériaux mécanique énergétique environnement procédés production (Grenoble);Charles Huguet;Optimisation du couple revêtement anti-adhérent / matériau de creuset pour la cristallisation du silicium photovoltaïque - Application au moulage direct des wafers de Si,Optimisation of the releasing coating / crucible material couple for photovoltaic silicon crystallisation - Application to direct Si wafers moulding;14/11/2012;fr;Thierry Duffar [Président],Olivier Dezellus [Rapporteur],Constantin Vahlas [Rapporteur],Daniel Mathiot,Philippe Chemin;Denis Camel,Nicolas Eustathopoulos;phys.phys;Wafers,Molding,Coating,Crystallisation,Photovoltaïc silicon,Plaquettes,Moulage,Revêtement,Cristallisation,Silicium photovoltaïque;;;;https://tel.archives-ouvertes.fr/tel-00845703
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Benoi?t Rossignol;Time-resolved quantum nanoelectronics in electromagnetic environments,Nanoélectronique quantique résolue en temps dans des environnements électromagnétiques;13/01/2020;en;Christopher Bauerle [Président],Pascal Simon [Rapporteur],Christophe Mora [Rapporteur],Philippe Joyez,Dietmar Weinmann;Xavier Waintal,Christoph Groth;phys.cond.cm-msqhe;Quantum physic,Electromagnetic environments,Physique quantique,Nanoéléctronique,Environnements électromagnétiques;;;;https://tel.archives-ouvertes.fr/tel-02939084
Université Paris-Saclay,Centre National de la Recherche Scientifique,Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Centre de Nanosciences et de Nanotechnologies,Institut de Recherche Interdisciplinaire de Grenoble;École doctorale Electrical\, optical\, bio-physics and engineering;Farsane Tabataba-Vakili;III-nitrides on silicon : a platform for integrated photonics from the ultraviolet to the near-infrared,Nitrures d’éléments III sur silicium : une plateforme de photonique intégrée de l’ultraviolet jusqu’au proche infrarouge;24/09/2020;en;Maria Tchernycheva [Président],Nicolas Grandjean [Rapporteur],Alfredo de Rossi [Rapporteur],Yannick Dumeige,Michael Kneissl;Philippe Boucaud;phys.phys.phys-optics,phys.cond.cm-gen;Microlaser,Microcavity,Integrated photonics,Photonic circuits,III-Nitrides,Microlaser,Microcavité,Photonique intégrée,Circuit photonique,Nitrures d’éléments III;;;;https://tel.archives-ouvertes.fr/tel-02968449
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Fabien Rortais;Etude de l'injection et détection de spin dans le silicium et germanium : d'une mesure locale de l'accumulation à la détection non locale du courant de spin,A Study of spin injection and detection in silicon and germanium : from the local measurement of spin accumulation to the non-local detection of spin currents;18/10/2016;fr;Joël Cibert [Président],Pierre Renucci [Rapporteur],Michel Hehn [Rapporteur],Jean-Marie George,Pierre Dalmas de Réotier,Federico Bottegoni;Matthieu Jamet,Ce?line Vergnaud;phys.cond.cm-ms;Pure spin current,Spin manipulation,Spin valve,Silicon,Semiconductors,Spintronics,Spintronique,Semiconducteur,Sillicium,Spin valve,Manipulation de spin,Pur courant de spin;;;;https://tel.archives-ouvertes.fr/tel-01588339
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Juan Carlos Estrada Saldan?a;Superconductivity and localization in one-dimensional InSb and InAs nanowires,Supraconductivité et localisation dans des nanofils unidimensionnels d'InSb et d'InAs;09/06/2017;en;Pascal Simon [Président],Jesper Nygård [Rapporteur],Francesco Giazotto [Rapporteur],Vincent Bouchiat;Silvano De Franceschi;phys.cond.cm-s;Low temperature,Superconductivity,Nanowire,Solid state physics,Nanosciences,Mesoscopic physics,Basse témperature,Supraconductivité,Nanofil,Physique de l'état condensé,Nanosciences,Physique mesoscopique;;;;https://tel.archives-ouvertes.fr/tel-01705583
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Patrick Torresani;Hole quantum spintronics in strained germanium heterostructures,Spintronique quantique de trous dans des hétérostructures de germanium contraint;14/06/2017;en;Marco Fanciulli [Président],Wilfred van der Wiel [Rapporteur],Stefano Roddaro [Rapporteur],Hermann Sellier;Silvano De Franceschi;phys.cond.cm-gen;Holes,Spintronics,Nanowires,Germanium,Quantum dots,Trous,Spintronique,Nanofils,Germanium,Boites quantiques;;;;https://tel.archives-ouvertes.fr/tel-01706954
Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique,Université Grenoble Alpes [2016-2019],Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019],Université Grenoble Alpes [2016-2019];Institut Néel,Institut de Recherche Interdisciplinaire de Grenoble,Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Estelle Mazaleyrat;Growth\, structure and electronic properties of epitaxial graphene on rhenium\, towards a two-dimensional superconducting platform.,Croissance\, structure et propriétés électroniques du graphène épitaxié sur rhénium\, vers une plateforme bidimensionnelle et supraconductrice;18/12/2019;en;Pierre Mallet [Président],Laurent Simon [Rapporteur],Andrew J. Mayne [Rapporteur],Muriel Sicot,Ulrich Starke;Claude Chapelier,Johann Coraux;phys.cond.cm-s;Graphene,Intercalation,Defects,Molecules,Supramlecular assembly,Graphène,Intercalation,Défauts,Molécules,Assemblée supramoléculaire;;;;https://tel.archives-ouvertes.fr/tel-02946437
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Quang Minh Thai;Emission laser et modélisation du gain optique dans des microcavités Germanium-Etain (GeSn),Lasing effect and optical gain simulation in Germanium-Tin (GeSn) micro-cavities;16/10/2019;fr;Thierry Taliercio [Président],Christian Seassal [Rapporteur],Christophe Delerue [Rapporteur],Bruno Gayral,Thierry Deutsch;Vincent Calvo,Vincent Reboud,Nicolas Pauc;phys.cond.cm-msqhe;Condensed matter physics,Nanosciences,Solid state physics,Physique de l'Etat Condensé,Nanosciences,Physique du solide;;;;https://tel.archives-ouvertes.fr/tel-02512432
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Caroline Botum Lim;GaN/AlGaN heterostructures for infrared optoelectronics : polar vs nonpolar orientations,Hétérostructures GaN/Al(Ga)N pour l'optoélectronique infrarouge : orientations polaires et non-polaires;26/06/2017;en;Catherine Chaillout-Bougerol [Président],Henning Riechert [Rapporteur],Eric Tournié [Rapporteur],Jean-Michel Chauveau,Lorenzo Rigutti;Eva Monroy;phys.cond.cm-ms;Infrared,Nanostructures,Intersubband,Nitride,Semiconductor,Quantum wells,Infrarouge,Nanostructures,Intersousbande,Nitrure,Puits quantiques,Semi-Conducteur;;;;https://tel.archives-ouvertes.fr/tel-01693891
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Thibault Cremel;Toward an operationnal single photon source based on semiconductor nanowires,Vers une source de photons uniques opérationnelle à base de nanofils semiconducteurs;08/11/2016;en;Benoît Boulanger [Président],Valia Voliotis [Rapporteur],Frank Glas [Rapporteur],Christophe Couteau;Kuntheak Kheng,Edith Amalric;phys.phys.phys-optics;Single-Photons sources,II-VI semiconductors,Molecular beam epitaxy,Nanotechnologies,Nanosciences,Quantum optics,Sources de photons uniques,Semiconducteurs II-VI,Epitaxie par jet moléculaire,Nanotechnologies,Nanosciences,Optique quantique;;;;https://tel.archives-ouvertes.fr/tel-01592076
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Mathieu Istas;Quantum scattering beyond quasi one-dimensionnal systems,Diffusion quantique au-delà des systèmes quasi-unidimensionnels;19/06/2019;en;Hervé Courtois [Président],Stéphan Roche [Rapporteur],David Carpentier [Rapporteur],Rodolfo Jalabert;Xavier Waintal,Christoph Groth;phys.cond.cm-msqhe;Kwant,Nanotechnologies,Theoretical physics,Quantum transport,Weyl semimetal,Kwant,Nanotechnologies,Physique théorique,Transport quantique,Weyl semimetal;;;;https://tel.archives-ouvertes.fr/tel-02445475
Centre National de la Recherche Scientifique,Institut polytechnique de Grenoble - Grenoble Institute of Technology;Laboratoire sols\, solides\, structures - risques [Grenoble];École doctorale Ingénierie - matériaux mécanique énergétique environnement procédés production (Grenoble);Marcus Guadagnin Moravia;Geogrid-reinforced layer approach using DEM modeling,Approche MED du renforcement des sols granulaires par géogrilles;19/06/2020;en;Daniel Dias [Président],Hussein Mroueh [Rapporteur],Ma?rcio De Souza Soares de Almeida [Rapporteur],Claire Silvani,Paulo Ivo Braga de Queiroz,José Antonio Schiavon;Pascal Villard,Delma Vidal;phys.cond.cm-ms;Geogrids,Discrete Element Method,Reinforcement Layers,Geogrid Pullout Test,Géogrille,Méthode des Eléments Discrets,Renforcement des Sols,Essai d'Extraction;;;;https://tel.archives-ouvertes.fr/tel-02926970
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Akhil Ajay;GaN/AlGaN nanowires for quantum devices,Nanofils de GaN/AlGaN pour les composants quantiques;25/09/2018;en;Régis André [Président],Maria Tchernycheva [Rapporteur],Philippe Boucaud [Rapporteur],Gregor Koblmu?ller,Jonas La?hnemann,Jordi Arbiol,Martien Ilse den Hertog;Eva Monroy;phys.cond.cm-ms;GaN/AlGaN,Nanowires,Molecular beam epitaxy,N-Doping,Nanowire devices,Intersubband,GaN/AlGaN,Nanofils,Épitaxie par jet moléculaire,Dopage n,Composants à base de nanofils,Inter-Sous-Band;;;;https://tel.archives-ouvertes.fr/tel-01977195
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Florian Blanchet;Josephson photonics : microwave generation & amplification in the quantum regime,Photonique Josephson : génération & amplification micro-ondes en régime quantique;17/12/2018;en;Olivier Buisson [Président],Philippe Joyez [Rapporteur],Christopher Eichler [Rapporteur],Julia Meyer,Max Hofheinz;François Lefloch;phys.cond;Photonique,Superconductor,Circuit,Supraconducteur,Circuit,Photonique;;;;https://tel.archives-ouvertes.fr/tel-02183224
Centre National de la Recherche Scientifique,Institut polytechnique de Grenoble - Grenoble Institute of Technology;Laboratoire sols\, solides\, structures - risques [Grenoble];École doctorale Ingénierie - matériaux mécanique énergétique environnement procédés production (Grenoble);Ritesh Gupta;Behaviour of monopile under combined cyclic load,Comportement de monopieu sous chargement cyclique combinée;15/05/2020;en;Stéphane Grange [Président],Panagiotis Kotronis [Rapporteur],Alessandro Mandolini [Rapporteur],Gudmund Reidar Eiksund,Diana Salciarini;Christophe Dano;phys.cond.cm-ms;Similitude,Coupling,Combined load,Finite element,Macro-Element,Monopile,Similitude,Couplage,Charge combinée,Eléments Finis,Macro-Élément,Monopieu;;;;https://tel.archives-ouvertes.fr/tel-02890439
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Stefan Ilic;Phénomènes quantiques cohérents dans les monocouches désordonnées de dichalcogénures de métaux de transition,Quantum coherent phenomena in disordered transition metal dichalcogenide monolayers;04/10/2019;en;Denis Basko [Président],Pascal Simon [Rapporteur],Adeline Crépieux [Rapporteur],Nicolas Bergeal;Julia Meyer,Manuel Houzet;phys.cond.cm-s;Spin-Orbit coupling,Superconductivity,Disorder,Supraconductivité,Désordre,Couplage spin-Orbite;;;;https://tel.archives-ouvertes.fr/tel-02491411
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Adrien Gourgout;Fermi surface instabilities with and without magnetic transitions,Instabilités de surface de Fermi avec et sans transitions magnétiques : étude de URhGe\, UPd2AI3\, UCoGe et CeIrIn5;06/01/2017;en;Rafik Ballou [Président],Gertrud Zwicknagl [Rapporteur],Manuel Brando [Rapporteur],Sylvie Hébert;Daniel Braithwaite,Alexandre Pourret;phys.cond;Electronic Correlations,Magnetism,Superconductivity,Nernst Effect,Thermoelectricity,Heavy Fermions,Fermions Lourds,Thermoélectricité,Effet Nernst,Supraconductivité,Magnétisme,Corrélations électroniques;;;;https://tel.archives-ouvertes.fr/tel-01563381
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Gae?l Bastien;Interplay between magnetic quantum criticality\, Fermi surface and unconventional superconductivity in UCoGe\, URhGe and URu2Si2,Transition de phase magnétique\, surface de Fermi et supraconductivité non conventionnelle dans UCoGe\, URhGe et URu2Si2;09/01/2017;en;Claudine Lacroix [Président],Gilbert Lonzarich [Rapporteur],Anne De Visser [Rapporteur],Bernd Büchner;Georg Knebel;phys.cond.cm-s;Resistivity,Quantum oscillations,Heavy fermions,Correlated electrons,Magnetism,Superconductivity,Résistivité,Oscillations quantiques,Fermions lourds,Électrons corrélés,Magnétisme,Supraconductivité;;;;https://tel.archives-ouvertes.fr/tel-01628210
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;Physique;Alexandre Artaud;Quasi-long-range order and topological defects in graphene on rhenium studied by scanning tunneling microscopy,Quasi-ordre à longue distance et défauts topologiques dans le graphène sur rhénium étudié par microscopie à effet tunnel;28/02/2017;en;Marek Potemski [Président],Mark Oliver Goerbig [Rapporteur],Jose? A?ngel Marti?n-Gago [Rapporteur],Claudine Noguera,Richard Berndt;Claude Chapelier,Johann Coraux;phys.cond;STM,Graphene,Défauts topologiques,Quasi-Long-Range order,Quasi-Ordre à longue distance;;;;https://tel.archives-ouvertes.fr/tel-01628213
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Beilun Wu;Unconventional superconductivity in the ferromagnetic superconductor UCoGe,Supraconductivité non conventionnelle dans le supraconducteur ferromagnétique UCoGe;24/01/2017;en;Klaus Hasselbach [Président],Alexandre Bouzdine [Rapporteur],Tokunaga Yo [Rapporteur],Alain Sacuto;Jean-Pascal Brison;phys.cond.cm-s;UBe13,UCoGe,Heavy Fermion,Pairing mechanism,Magnetism,Unconventional superconductivity,UBe13,Supraconductivité non conventionnelle,Magnétisme,Mécanisme d'appariement,Fermions lourds,UCoGe;;;;https://tel.archives-ouvertes.fr/tel-01628467
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Anai?s Francheteau;Superconducting silicon on insulator and silicide-based superconducting MOSFET for quantum technologies,SOI supraconducteur et MOSFET supraconducteur à la base de siliciure pour les technologies quantiques;18/12/2017;en;Thierry Klein [Président],Dominique Mailly [Rapporteur],Romain Danneau [Rapporteur],Hélène Le Sueur;François Lefloch,Christophe Marcenat;phys.cond.cm-s;Superconductivity,Silicon technlology,Low temperature,Quantum technologies,Silicide,Schottky barrier MOSFET,Supraconductivité,Technologie silicium,Basse température,Technologies quantiques,Siliciure,MOSFET à barrière Schottky;;;;https://tel.archives-ouvertes.fr/tel-01800055
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Tobias Sattler;Ultrafast switching of semiconductor microcavities for quantum optics applications,Commutation ultrarapide de microcavités semiconductrices pour des applications à l'optique quantique;28/11/2017;en;Jean-Philippe Poizat [Président],Isabelle Sagnes [Rapporteur],Guillaume Cassabois [Rapporteur],Sylvain Combrié;Jean-Michel Gérard,Joël Bleuse;phys.cond.cm-ms;Applied optics,Laser optics,Optics,Optique appliquée,Optique laser,Optique;;;;https://tel.archives-ouvertes.fr/tel-01788769
Centre National de la Recherche Scientifique,Institut polytechnique de Grenoble - Grenoble Institute of Technology;Laboratoire sols\, solides\, structures - risques [Grenoble];École doctorale Ingénierie - matériaux mécanique énergétique environnement procédés production (Grenoble);Olga Stamati;Impact of meso-scale heterogeneities on the mechanical behaviour of concrete : insights from in-situ x-ray tomography and E-FEM modelling,Effet des hétérogénéités sur le comportement mécanique du béton à l'échelle mésoscopique : apports de la micro-tomographie à rayons-x in-situ combinée à une modélisation E-FEM;12/05/2020;en;Jean-Baptiste Colliat [Président],François Hild [Rapporteur],Julien Yvonnet [Rapporteur],Camille Chateau,Ryan Hurley;Yann Malécot,Edward Ando,Emmanuel Roubin;phys.meca.mema;E-Fem,In-Situ,Concrete,X-Ray,X-Ray,Beton,In-Situ,E-Fem;;;;https://tel.archives-ouvertes.fr/tel-02923399
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Salha Jebari;Un amplificateur basé sur le tunneling inélastique de paires de Cooper,The inelastic Cooper pair tunneling amplifier (ICTA);26/06/2017;en;Wiebke Guichard [Président],Michel Devoret [Rapporteur],Benjamin Huard [Rapporteur],Fabien Portier;Marc Sanquer,Max Hofheinz;phys.qphy;Quntum limit,Josephson junction,Microwave amplifiers,Dynamical Coulomb blockade,Superconducting quantum circuits,Quantum optics,Limite quantique,Jonction Josephson,Amplificateurs micro-Ondes,Blocage de Coulomb dynamique,Circuits supraconducteurs quantiques,Optique quantique;;;;https://tel.archives-ouvertes.fr/tel-01701957
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Paco?me Armagnat;Self-consistent quantum-electrostatics,Physique quantique et électrostatique auto-cohérentes;26/06/2019;en;Xavier Blase [Président],Patrice Roche [Rapporteur],Michael Wimmer [Rapporteur],Gwendal Fève,Christopher Bauerle,Christoph Groth;Xavier Waintal;phys.cond.cm-msqhe;Transport,Electrostatics,Kwant,Transport,Électrostratique,Kwant;;;;https://tel.archives-ouvertes.fr/tel-02452362
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Alexandra-Madalina Siladie;AlxGa1-xN and AlN nanowires : a solution for efficient UV-C light emitting diodes,Nanofils AlxGa1-xN et AlN pour la réalisation de diodes émettant dans l'UV-C;08/11/2019;en;Maxime Richard [Président],Nicolas Grandjean [Rapporteur],Maria Tchernycheva [Rapporteur],Lutz Geelhaar,Martin Stutzmann;Bruno Daudin,Julien Pernot;phys.cond.cm-ms;Electron Beam Induced Current,AlGaN,AlN,Led,Nanowires,Molecular beam epitaxy,AlGaN,AlN,Diode electroluminescente,Nanofils,Épitaxie par jets moléculaires,Ebic;;;;https://tel.archives-ouvertes.fr/tel-02613852
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019],Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble,Institut Néel;École doctorale physique (Grenoble);Dhruv Singhal;Forest of semiconducting nanowires for thermoelectricity,Forêt de nanofils semiconducteurs pour la thermoélectricité;20/05/2019;en;Clivia M. Sotomayor Torres [Président],Marisol Martin-Gonzalez [Rapporteur],Ilaria Zardo [Rapporteur],Stefan Dilhaire,Séverine Gomès;Denis Buttard,Olivier Bourgeois;phys.cond.cm-msqhe;Nanoporous Anodic Aluminium Oxide,Diameter-Modulated Nanowires Growth,Thermoelectricity,3? method,Pnictogen-Chalcogenide alloy nanowires,Phonon Transport,Nanoporous Anodic Aluminium Oxide,Diameter-Modulated Nanowires Growth,Thermoélectricité,Élaboration,Pnictogen-Chalcogenide alloy nanowires,3? method;;;;https://tel.archives-ouvertes.fr/tel-02390464
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Romain Albert;Multiplication of microwave photons via inelastic Cooper pair tunneling,Multiplication de photons dans le domaine du micro-onde grâce au tunneling inélastique de paires de Cooper;06/11/2019;en;Serge Florens [Président],Ça?lar Girit [Rapporteur],Frank K. Wilhelm-Mauch [Rapporteur],Hélène Bouchiat,Zaki Leghtas;François Lefloch,Max Hofheinz;phys.qphy,phys.cond;Microwave,Quantum optics,Josephson photonics,Jonction Josephson,Micro-Onde,Optique quantique;;;;https://tel.archives-ouvertes.fr/tel-02528411
Commissariat à l'énergie atomique et aux énergies alternatives,Université Grenoble Alpes [2016-2019];Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Corentin Bertrand;Monte Carlo algorithm for strongly interacting non-equilibrium quantum systems in nanoelectronics,Algorithme Monte-Carlo pour les systèmes quantiques à fortes interactions et hors d'équilibre en nanoélectronique;27/09/2019;en;Markus Holzmann [Président],Jan von Delft [Rapporteur],Didier Poilblanc [Rapporteur],Félix Werner,Denis Basko;Xavier Waintal,Christoph Groth;phys.cond;Many-Body,Nanoelectronics,Quantum Monte-Carlo,Non-Equilibrium,Diverging series,Anderson impurity model,Multi-Corps,Nanoélectronique,Monte-Carlo quantique,Hors-D'équilibre,Séries divergentes,Modèle d'impureté d'Anderson;;;;https://tel.archives-ouvertes.fr/tel-02490895
