halId_s;version_i;uri_s;docType_s;doiId_s;nntId_s;title_s;subTitle_s;authFullName_s;producedDate_s;domain_s;journalTitle_s;journalPublisher_s;volume_s;number_s;page_s;en_keyword_s;keyword_s;fr_keyword_s;conferenceTitle_s;conferenceStartDate_s;country_s;language_s;inPress_bool
insu-02919988;1;https://hal-insu.archives-ouvertes.fr/insu-02919988;ART;10.1029/2018GC007501;;Seismic Imaging of Thickened Lithosphere Resulting From Plume Pulsing Beneath Iceland;;Catherine Rychert,Nicholas Harmon,John Armitage;2018-06;0.sdu,1.sdu.stu,2.sdu.stu.gp;Geochemistry, Geophysics, Geosystems;AGU and the Geochemical Society;19;;1789-1799;HAWAIIAN PLUME,ASTHENOSPHERE BOUNDARY,UPPER-MANTLE,V-SHAPED RIDGES,UPPER CRUSTAL STRUCTURE,RAYLEIGH-WAVE TOMOGRAPHY,RECEIVER FUNCTIONS,REYKJANES RIDGE,MELT EXTRACTION,OLIVINE;HAWAIIAN PLUME,ASTHENOSPHERE BOUNDARY,UPPER-MANTLE,V-SHAPED RIDGES,UPPER CRUSTAL STRUCTURE,RAYLEIGH-WAVE TOMOGRAPHY,RECEIVER FUNCTIONS,REYKJANES RIDGE,MELT EXTRACTION,OLIVINE;;;;;en;false
hal-01832404;1;https://hal.umontpellier.fr/hal-01832404;ART;10.1016/j.jvscit.2018.02.004;;Reverse extra-anatomic aortic arch debranching procedure allowing thoracic endovascular aortic repair of a chronic ascending aortic aneurysm;;Ludovic Canaud,Bernard Albat,Kheira Hireche,Aurelien Hostalrich,Pierre Alric,Thomas Gandet;2018;0.sdv,1.sdv.mhep,2.sdv.mhep.csc,0.sdv,1.sdv.mhep,2.sdv.mhep.chi;Journal of Vascular Surgery Cases and Innovative Techniques;Elsevier;4;;10-105;Thoracic aorta,Stent graft,Ascending aorta,Aortic dissection;Thoracic aorta,Stent graft,Ascending aorta,Aortic dissection;;;;;en;false
hal-01847414;1;https://hal.archives-ouvertes.fr/hal-01847414;ART;;;INFLAM - INFLAMmation in Brain and Vessels with Iron Nanoparticles and Cell Trafficking: A Multiscale Approach of Tissue Microenvironment\, Iron Nanostructure and Iron Biotransformation;;J. C. Brisset,F. Gazeau,C. Corot,N. Nighoghossian,Y. Berthezene,Emmanuelle Canet-Soulas,Marlène Wiart;2018-04;0.sdv;Innovation and Research in BioMedical engineering;Elsevier Masson;39;;93-102;AMNP,Atherosclerosis,Bioorganic nanoparticles transformation,Engineering,Focal ischemia,Inflammation,Ischemic-stroke,Magnetic nanoparticles,Mice,MRI,Nanoparticles,Neuroinflammation,Oxide,Stroke,Subacute,Tomography,Ultrasmall superparamagnetic iron oxide USPIO,Ultrasmall superparamagnetic particles,Uspio-enhanced mri;AMNP,Atherosclerosis,Bioorganic nanoparticles transformation,Engineering,Focal ischemia,Inflammation,Ischemic-stroke,Magnetic nanoparticles,Mice,MRI,Nanoparticles,Neuroinflammation,Oxide,Stroke,Subacute,Tomography,Ultrasmall superparamagnetic iron oxide USPIO,Ultrasmall superparamagnetic particles,Uspio-enhanced mri;;;;;en;false
hal-01659507;1;https://hal.archives-ouvertes.fr/hal-01659507;ART;10.1016/j.jmbbm.2017.11.032;;Tensile rupture of medial arterial tissue studied by X-ray micro-tomography on stained samples;;Clementine Helfenstein-Didier,Damien Taïnoff,Julien Viville,Jérôme Adrien,Eric Maire,Pierre Badel;2018-02;0.sdv,1.sdv.ib;Journal of the mechanical behavior of biomedical materials;Elsevier;78;;362 - 368;;;;;;;en;false
hal-02445398;1;https://hal-univ-rennes1.archives-ouvertes.fr/hal-02445398;ART;10.1016/j.nephro.2018.07.404;;Plasmacytoma-like post-kidney-transplant lymphoproliferative disorder confined to renal allograft and urinary tract: A case report;;Vincent Thibaud,Joseph Rivalan,Francisco Llamas,Mathilde Cherel,Olivier Decaux,Cécile Vigneau;2018-12;0.sdv,0.sdv,1.sdv.mhep;Néphrologie et Thérapeutique;Elsevier Masson;14;;544-547;Transplantation,Post-transplant lymphoproliferative disorder,Immunosuppression,Multiple myeloma,Myeloma,Plasmacytoma;Transplantation,Post-transplant lymphoproliferative disorder,Immunosuppression,Multiple myeloma,Myeloma,Plasmacytoma;;;;;en;false
inserm-01854596;2;https://www.hal.inserm.fr/inserm-01854596v2;ART;10.1088/1361-6560/aad29a;;Transesophageal 2D ultrasound to 3D computed tomography registration for the guidance of a cardiac arrhythmia therapy;;Zulma Sandoval,Miguel Castro,Javad Alirezaie,Francis Bessière,Cyril Lafon,Jean-Louis Dillenseger;27/07/2018;0.sdv,1.sdv.ib,0.spi,1.spi.signal,0.sdv,1.sdv.mhep,2.sdv.mhep.csc,0.sdv,1.sdv.mhep,2.sdv.mhep.chi,0.info,1.info.info-im;Physics in Medicine and Biology;IOP Publishing;63;;155007;;;;;;;en;false
hal-01779916;1;https://hal.univ-lorraine.fr/hal-01779916;ART;10.1063/1.5020117;;Extension of the thermal porosimetry method to high gas pressure for nanoporosimetry estimation;;Yves Jannot,Alain Degiovanni,Marc Camus;2018-04;0.spi,1.spi.mat,0.phys;Review of Scientific Instruments;American Institute of Physics;89;;;Pore size distribution,Nano-porosimetry,Insulating material,Vacuum,Pressure,Thermal conductivity;Pore size distribution,Nano-porosimetry,Insulating material,Vacuum,Pressure,Thermal conductivity;;;;;en;false
hal-02572179;1;https://hal.archives-ouvertes.fr/hal-02572179;ART;;;Impact of Nickel Agglomeration on Solid Oxide Cell Operated in Fuel Cell and Electrolysis Modes;;M Hubert,J. Laurencin,P. Cloetens,B Morel,D Montinaro,F. Lefebvre-Joud;27/06/2018;0.chim,1.chim.mate;Journal of Power Sources;Elsevier;;;;SOFC,SOEC,Ni coarsening,Tomography,Modelling;SOFC,SOEC,Ni coarsening,Tomography,Modelling;;;;;en;false
hal-01780700;1;https://hal.archives-ouvertes.fr/hal-01780700;ART;10.1002/chem.201800186;;Template-directed synthesis of titania nanocages with four tetrahedrally arranged open windows;;Jiaji Cheng,Nicolas Mallet,Walid Baaziz,Ovidiu Ersen,Emilie Gombart,Valérie Alard,Jérome Majimel,Marie-Hélène Delville,Mona Tréguer-Delapierre,Etienne Duguet;2018;0.chim,1.chim.mate,0.chim,1.chim.inor;Chemistry - A European Journal;Wiley-VCH Verlag;24;;6917-6921;;;;;;;en;false
hal-02349577;1;https://hal.archives-ouvertes.fr/hal-02349577;ART;10.1007/s00270-018-1886-3;;Challenging TIPS in Liver Transplant Recipients: The Pull-Through Technique to Address Piggyback Anastomosis;;Valentina Schembri,Christophe Cassinotto,Fabrizio Panaro,Julien Delicque,Marie-Ange Pierredon,Lauranne Piron,Astrid Herrero,Laure Escal,José Ursic-Bedoya,Boris Guiu;2018;0.sdv;CardioVascular and Interventional Radiology;Springer Verlag;41;;804--810;Doppler,Interventional radiology,Hepatic Veins,Humans,Female,Male,Adult,Aged,Middle Aged,Treatment Outcome,Postoperative Complications,Liver Transplantation,Tomography,X-Ray Computed,Ultrasonography,Interventional,Percutaneous ultrasound-guided puncture,Portal hypertension,Portasystemic Shunt,Transjugular Intrahepatic,Transjugular intrahepatic portosystemic shunt TIPS;Doppler,Interventional radiology,Hepatic Veins,Humans,Female,Male,Adult,Aged,Middle Aged,Treatment Outcome,Postoperative Complications,Liver Transplantation,Tomography,X-Ray Computed,Ultrasonography,Interventional,Percutaneous ultrasound-guided puncture,Portal hypertension,Portasystemic Shunt,Transjugular Intrahepatic,Transjugular intrahepatic portosystemic shunt TIPS;;;;;en;false
hal-01916272;1;https://hal.archives-ouvertes.fr/hal-01916272;ART;10.1016/j.preteyeres.2018.09.003;;New concepts in the diagnosis and management of choroidal metastases;;T. Mathis,P. Jardel,O. Loria,B. Delaunay,A.-M. Nguyen,F. Lanza,C. Mosci,J.-P. Caujolle,L. Kodjikian,J. Thariat;2018;0.spi,1.spi.mat;Progress in Retinal and Eye Research;;;;;;;;;;;en;false
insu-01690828;1;https://hal-insu.archives-ouvertes.fr/insu-01690828;ART;;;Versatile reconstruction framework for diffraction tomography with intensity measurements and multiple scattering;;Thanh-An Pham,Emmanuel Soubies,Alexandre Goy,Joowon Lim,Ferréol Soulez,Demetri Psaltis,Michael Unser;2018;0.info,1.info.info-ts,0.spi,1.spi.opti;Optics Express;Optical Society of America - OSA Publishing;26;;2749-2763;Tomographic image processing,Inverse scattering,Image reconstruction techniques,Inverse problems,Phase retrieval;Tomographic image processing,Inverse scattering,Image reconstruction techniques,Inverse problems,Phase retrieval;;;;;en;false
hal-02061754;1;https://hal.archives-ouvertes.fr/hal-02061754;ART;10.1063/1.5019672;;Thermal diffusivity of diamond nanowires studied by laser assisted atom probe tomography;;L. Arnoldi,M. Spies,J. Houard,I. Blum,A. Etienne,M. Ismagilov,M. Obraztsov,Angela Vella;2018;0.phys,1.phys.cond,2.phys.cond.cm-ms;Applied Physics Letters;American Institute of Physics;112;;143104;;;;;;;en;false
hal-01929133;1;https://hal.archives-ouvertes.fr/hal-01929133;ART;10.1063/1.5020805;;Rubidium distribution at atomic scale in high efficient Cu(In\,Ga)Se2thin-film solar cells;;Arantxa Vilalta-Clemente,Mohit Raghuwanshi,Sébastien Duguay,Celia Castro,Emmanuel Cadel,Philippe Pareige,Philip Jackson,Roland Wuerz,Dimitrios Hariskos,Wolfram Witte;2018-03;0.phys;Applied Physics Letters;American Institute of Physics;112;;103105;;;;;;;en;false
hal-01847411;1;https://hal.archives-ouvertes.fr/hal-01847411;ART;10.4244/EIJ-D-17-00270;;Bench testing and coronary artery bifurcations: a consensus document from the European Bifurcation Club;;John Ormiston,Ghassan Kassab,Gerard Finet,Yiannis Chatzizisis,Nicholas Foin,Timothy Mickley,Claudio Chiastra,Yoshinobu Murasato,Yukata Hikichi,Jolanda Wentzel,Olivier Darremont,Kiyotaka Iwasaki,Thierry Lefèvre,Yves Louvard,Susann Beier,Hikmat Hojeibane,Ashley Netravali,Jeffery Wooton,Brett Cowan,Mark Webster,Pau Medrano-Gracia,Goran Stankovic;2018-02;0.sdv;EuroIntervention;EuroPCR;13;;1794-1803;Disease,Cardiovascular System & Cardiology,In-vitro,Bifurcation,Computed-tomography,Crush technique,Drug-eluting stents,In-stent restenosis,Insights,Intravascular ultrasound assessment,Left main,Lesions,Miscellaneous,Side-branch;Disease,Cardiovascular System & Cardiology,In-vitro,Bifurcation,Computed-tomography,Crush technique,Drug-eluting stents,In-stent restenosis,Insights,Intravascular ultrasound assessment,Left main,Lesions,Miscellaneous,Side-branch;;;;;en;false
hal-02145060;1;https://hal.archives-ouvertes.fr/hal-02145060;ART;10.1167/iovs.18-25038;;Microvascular Changes in Peripapillary and Optic Nerve Head Tissues After Trabeculectomy in Primary Open-Angle Glaucoma;;Ji-Ah Kim,Tae-Woo Kim,Eun Lee,Michaël Girard,Jean-Martial Mari;04/09/2018;0.sdv,1.sdv.mhep,2.sdv.mhep.os;Investigative Ophthalmology & Visual Science;Association for Research in Vision and Ophthalmology;59;;4614-4621;Microvascular network,Eye,Body tissue,Optic disk,Primary Open-Angle Glaucoma,Trabeculectomy,Peripapillary nerve,Microvascular Changes,Blood flow,Intraocular pressure,Lamina cribrosa,Optic nerve Head Tissues;Microvascular network,Eye,Body tissue,Optic disk,Primary Open-Angle Glaucoma,Trabeculectomy,Peripapillary nerve,Microvascular Changes,Blood flow,Intraocular pressure,Lamina cribrosa,Optic nerve Head Tissues;;;;;en;false
hal-01829441;1;https://hal.archives-ouvertes.fr/hal-01829441;ART;10.1109/JSTARS.2018.2831441;;The AfriSAR Campaign: Tomographic Analysis with Phase-Screen Correction for P-Band Acquisitions;;Valentine Wasik,Pascale C. Dubois-Fernandez,Cédric Taillandier,Sassan S. Saatchi;25/05/2018;0.spi,1.spi.elec;IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing;IEEE;;;janv-13;P-BANDS,ANALYSIS,MULTIBASELINE SYNTHETIC APERTURE RADAR,PHASE CALIBRATION,TOMOGRAPHY,CAMPAIGN;P-BANDS,ANALYSIS,MULTIBASELINE SYNTHETIC APERTURE RADAR,PHASE CALIBRATION,TOMOGRAPHY,CAMPAIGN;;;;;en;false
hal-02381923;1;https://hal.archives-ouvertes.fr/hal-02381923;ART;;;Evaluación del daño en la vértebra lumbar L5 mediante análisis por elementos finitos,Evaluation of damage to the lumbar spine vertebrae L5 by finite element analysis;;Octavio Andrés González Estrada,Sergio Andrés Ardila-Parra,Heller Guillermo Sánchez Acevedo;15/09/2018;0.spi,1.spi.meca,2.spi.meca.stru;Respuestas;;;;;;;;;;;es;false
hal-02628045;1;https://hal.inrae.fr/hal-02628045;ART;10.21769/BioProtoc.2681;;Electron tomography to study the three-dimensional structure of Plasmodesmata in plant tissues–from high pressure freezing preparation to ultrathin section collection;;William Nicolas,Emmanuelle Bayer,Lysiane Brocard;2018;0.sdv,0.sde,0.sdv,1.sdv.bv;Bio-protocol;Bio-protocol LCC;8;;janv-25;;;;;;;en;false
hal-01790801;1;https://hal.archives-ouvertes.fr/hal-01790801;ART;10.1007/s00231-018-2311-9;;Hygromorphic characterization of softwood under high resolution X-ray tomography for hygrothermal simulation;;Chady El Hachem,Kamilia Abahri,Jérôme Vicente,Rachid Bennacer,Rafik Belarbi;2018;0.spi,1.spi.mat,0.spi,1.spi.meca,2.spi.meca.mefl;Heat and Mass Transfer;Springer Verlag;;;;;;;;;;en;true
hal-01834120;1;https://hal-ensta-bretagne.archives-ouvertes.fr/hal-01834120;ART;10.1051/matecconf/201816508005;;Fatigue initiation mechanisms in elastomers: a microtomography-based analysis;;Thomas Glanowski,Bertrand Huneau,Yann Marco,Vincent Le Saux,Clément Champy,Pierre Charrier;2018;0.phys,1.phys.meca,2.phys.meca.mema;MATEC Web of Conferences;EDP sciences;165;;;;;;;;;en;false
hal-01804285;1;https://hal.archives-ouvertes.fr/hal-01804285;ART;10.1016/j.actamat.2018.05.009;;Modifying transformation pathways in high entropy alloys or complex concentrated alloys via thermo-mechanical processing;;Bharat Gwalani,Stéphane Gorsse,Deep Choudhuri,Mark Styles,Yufeng Zheng,Rajiv Mishra,Rajarshi Banerjee;2018-07;0.chim,1.chim.mate;Acta Materialia;Elsevier;153;;169-185;High entropy alloys,Phase transformations,Calphad,Atom probe tomography,Synchrotron,XRD;High entropy alloys,Phase transformations,Calphad,Atom probe tomography,Synchrotron,XRD;;;;;en;false
hal-02023456;1;https://hal.archives-ouvertes.fr/hal-02023456;ART;10.1080/09500340.2018.1459912;;Linearized inversion methods for three-dimensional electromagnetic imaging in the multiple scattering regime;;Kevin Unger,Ting Zhang,Patrick Chaumet,Anne Sentenac,Kamal Belkebir;20/06/2018;0.phys,1.phys.phys,2.phys.phys.phys-optics;Journal of Modern Optics;Taylor & Francis;65;;1787-1792;;;;;;;en;false
hal-01916316;1;https://hal.archives-ouvertes.fr/hal-01916316;ART;10.1111/aos.13608;;Evaluation of efficacy and safety of dexamethasone intravitreal implants before and after vitrectomy in a real-life study;;A. Rezkallah,A. Malclès,C. Dot,N. Voirin,É. Agard,A.-L. Vié,P. Denis,T. Mathis,L. Kodjikian;2018;0.spi,1.spi.mat;Acta Ophtalmologica;Wiley online;96;;e544-e546;Dexamethasone,Aged,Best corrected visual acuity,Clinical article,Drug efficacy,Drug safety,Female,Follow up,Human,Intraocular pressure,Letter,Macular edema,Male,Observational study,Ophthalmoscopy,Pars plana vitrectomy,Priority journal,Retrospective study,Slit lamp microscopy,Spectral domain optical coherence tomography,Uveitis;Dexamethasone,Aged,Best corrected visual acuity,Clinical article,Drug efficacy,Drug safety,Female,Follow up,Human,Intraocular pressure,Letter,Macular edema,Male,Observational study,Ophthalmoscopy,Pars plana vitrectomy,Priority journal,Retrospective study,Slit lamp microscopy,Spectral domain optical coherence tomography,Uveitis;;;;;en;false
hal-02917309;1;https://hal.archives-ouvertes.fr/hal-02917309;ART;10.1007/s00231-018-2311-9;;Hygromorphic characterization of softwood under high resolution X-ray tomography for hygrothermal simulation;;Chady El Hachem,Kamilia Abahri,Jerome Vicente,Rachid Bennacer,Rafik Belarbi;2018-09;0.spi,1.spi.meca,2.spi.meca.ther;Heat and Mass Transfer;Springer Verlag;54;;2761-2769;;;;;;;en;false
hal-02357538;1;https://hal.univ-lorraine.fr/hal-02357538;ART;10.1127/ejm/2018/0030-2713;;Cronstedtite polytypes in the Paris meteorite;;Isabella Pignatelli,Enrico Mugnaioli,Yves Marrocchi;20/08/2018;0.sdu,0.sdu,1.sdu.stu,0.sdu,1.sdu.stu,2.sdu.stu.mi,0.sdu,1.sdu.stu,2.sdu.stu.pe;European Journal of Mineralogy;Copernicus;30;;349-354;Key-words cronstedtite,MDO polytypes,3D electron diffraction,Paris meteorite;Key-words cronstedtite,MDO polytypes,3D electron diffraction,Paris meteorite;;;;;en;false
hal-02623425;1;https://hal.inrae.fr/hal-02623425;ART;10.1080/1828051X.2018.1436007;;Application possibilities of selection indices in Pannon White rabbits’ breeding programme;;Katalin Szendr?,Hervé Garreau,Tamás Donkó,Zsolt Matics,István Nagy;2018;0.sdv,1.sdv.ot;Italian Journal of Animal Science;;17;;884-889;Rabbit,Selection index,Litter weight,Thigh muscle volume;Rabbit,Selection index,Litter weight,Thigh muscle volume;;;;;en;false
hal-02337849;1;https://hal.archives-ouvertes.fr/hal-02337849;ART;10.2214/AJR.17.18777;;Acute Jejunoileal Diverticulitis: Multicenter Descriptive Study of 33 Patients;;Paul Lebert,Ingrid Millet,Olivier Ernst,Isabelle Boulay-Coletta,Lucie Corno,Patrice Taourel,Marc Zins;2018;0.sdv;American Journal of Roentgenology;American Roentgen Ray Society;210;;1245--1251;Small bowel,Computer-Assisted,Radiographic Image Interpretation,Perforation,Humans,Female,Male,Retrospective Studies,Acute Disease,Diagnosis,Differential,Aged,80 and over,France,Tomography,X-Ray Computed,Contrast Media,Diverticula,Diverticulitis,Ileal Diseases,Jejunal Diseases,Jejunoileal;Small bowel,Computer-Assisted,Radiographic Image Interpretation,Perforation,Humans,Female,Male,Retrospective Studies,Acute Disease,Diagnosis,Differential,Aged,80 and over,France,Tomography,X-Ray Computed,Contrast Media,Diverticula,Diverticulitis,Ileal Diseases,Jejunal Diseases,Jejunoileal;;;;;en;false
hal-02266357;1;https://hal.archives-ouvertes.fr/hal-02266357;ART;10.1038/s41598-018-35190-0;;GBF1 and Arf1 interact with Miro and regulate mitochondrial positioning within cells;;Laurence Walch,Emilie Pellier,Weihua Leng,Goran Lakisic,Alexis Gautreau,Vincent Contremoulins,Jean-Marc Verbavatz,Catherine Jackson;2018;0.sdv,1.sdv.bc,2.sdv.bc.bc;Scientific Reports;Nature Publishing Group;8;;17121;;;;;;;en;false
hal-02045478;1;https://hal.inria.fr/hal-02045478;ART;;;Lung Cancer Screening\, Towards a Multidimensional Approach: Why and How?;;Jonathan Benzaquen,Jacques Boutros,Charles Marquette,Hervé Delingette,Paul Hofman;2018;0.info,1.info.info-im,0.info,1.info.info-mo,0.sdv,1.sdv.mhep,2.sdv.mhep.csc;Cancers;MDPI;10;;;Artificial intelligence,Screening,Lung cancer;Artificial intelligence,Screening,Lung cancer;;;;;en;false
hal-02967813;1;https://hal.archives-ouvertes.fr/hal-02967813;ART;10.1111/ahe.12305;;Comparative anatomical study of sound production and reception systems in the common dolphin ( Delphinus delphis ) and the harbour porpoise ( Phocoena phocoena ) heads;;M. Arribart,J. Ognard,C. Tavernier,Y. Richaudeau,C. Guintard,W. Dabin,D. Ben Salem,J.-L. Jung;2018-02;0.sdv,1.sdv.bid,2.sdv.bid.spt;Anatomia, Histologia, Embryologia;Wiley;47;;03-oct;;;;;;;en;false
hal-02392054;1;https://hal.archives-ouvertes.fr/hal-02392054;ART;10.1155/2018/3476476;;In Vivo MRI of Functionalized Iron Oxide Nanoparticles for Brain Inflammation;;Tang Tang,Anthony Valenzuela,Fanny Petit,Sarah Chow,Kevin Leung,Fredric Gorin,Angelique Louie,Marc Dhenain;25/06/2018;0.sdv,1.sdv.neu,2.sdv.neu.nb;Contrast Media and Molecular Imaging;Wiley;2018;;01-oct;Brain inflammation,Activated microglia,Scavenger receptors class A,Iron oxide,TNF-?,MRI,Brain imaging;Brain inflammation,Activated microglia,Scavenger receptors class A,Iron oxide,TNF-?,MRI,Brain imaging;;;;;en;false
hal-02976206;1;https://hal.archives-ouvertes.fr/hal-02976206;ART;10.1002/adbi.201700156;;An In Vitro Model for the Development of Mature Bone Containing an Osteocyte Network;;Alexandra Iordachescu,Harsh D. Amin,Sara M. Rankin,Richard L. Williams,Clarence Yapp,Alistair Bannerman,Alexandra Pacureanu,Owen Addison,Philippa A. Hulley,Liam M. Grover;2018;0.sdv;Advanced Biosystems;Wiley-VCH;2;;1700156-1-1700156-12;X-RAY-DIFFRACTION,HETEROTOPIC OSSIFICATION,OCTACALCIUM PHOSPHATE,RISK-FACTORS,FIBRIN GELS,CELLS,EXPRESSION,PERIOSTEUM,DIFFERENTIATION,INHIBITION;X-RAY-DIFFRACTION,HETEROTOPIC OSSIFICATION,OCTACALCIUM PHOSPHATE,RISK-FACTORS,FIBRIN GELS,CELLS,EXPRESSION,PERIOSTEUM,DIFFERENTIATION,INHIBITION;;;;;en;false
hal-02976417;1;https://hal.archives-ouvertes.fr/hal-02976417;ART;10.1371/journal.pone.0189883;;Endothiodon cf. bathystoma (Synapsida: Dicynodontia) bony labyrinth anatomy\, variation and body mass estimates;;Ricardo Araujo,Vincent Fernandez,Richard D. Rabbitt,Eric G. Ekdale,Miguel T. Antunes,Rui Castanhinha,Joerg Froebisch,Rui M. S. Martins;2018;0.sdv;PLoS ONE;Public Library of Science;13;;e0189883-1-e0189883-27;INNER-EAR STRUCTURES,DIGITAL RECONSTRUCTION,VESTIBULAR LABYRINTH,SEMICIRCULAR CANALS,EARLY EVOLUTION,MORPHOLOGY,REGION,BIOMECHANICS,LOCOMOTION,INSIGHTS;INNER-EAR STRUCTURES,DIGITAL RECONSTRUCTION,VESTIBULAR LABYRINTH,SEMICIRCULAR CANALS,EARLY EVOLUTION,MORPHOLOGY,REGION,BIOMECHANICS,LOCOMOTION,INSIGHTS;;;;;en;false
hal-01759183;1;https://hal-mines-paristech.archives-ouvertes.fr/hal-01759183;ART;10.1177/1056789516679494;;Anisotropic (Continuum Damage Mechanics)-based multi-mechanism model for semi-crystalline polymer;;Walid Ayadi,Lucien Laiarinandrasana,Kacem Sai;2018;0.phys,1.phys.cond,2.phys.cond.cm-ms;International Journal of Damage Mechanics;SAGE Publications;27;;357-386;Semi-crystalline polymers,Anisotropic damage,Continuum Damage Mechanics,Porosity,Multi-mechanism model;Semi-crystalline polymers,Anisotropic damage,Continuum Damage Mechanics,Porosity,Multi-mechanism model;;;;;en;false
halshs-02460126;1;https://halshs.archives-ouvertes.fr/halshs-02460126;ART;;;Une peau pour l’éternité;;Sophie Jacqueline,Virginie Tourreil;30/12/2018;0.shs,1.shs.anthro-bio;La Peaulogie - Revue de sciences sociales et humaines sur les peaux;La Peaulogie;;;;Egypt,Mummy,Mummification balm,Embalming,Religion;Egypt,Mummy,Mummification balm,Embalming,Religion,Égypte,Momie,Baume de momification,Embaumement;Égypte,Momie,Baume de momification,Embaumement;;;;fr;false
hal-02104082;1;https://hal-unilim.archives-ouvertes.fr/hal-02104082;ART;10.1080/10298436.2018.1559316;;Modelling of asphalt mixes based on X-ray computed tomography and random heterogeneous generation;;Yassine El Haloui,Fateh Fakhari Tehrani,Joseph Absi,Fabien Courrèges,Mohamed El Omari,Fatima Allou,Christophe Petit;20/12/2018;0.chim,1.chim.mate,0.spi,1.spi.mat;International Journal of Pavement Engineering;Taylor & Francis (Routledge);;;01-déc;;;;;;;en;false
hal-02080078;1;https://hal.archives-ouvertes.fr/hal-02080078;ART;10.7150/ntno.23125;;Functionalised Carbon Nanotubes Enhance Brain Delivery of Amyloid-Targeting Pittsburgh Compound B (PiB)-Derived Ligands;;Pedro Miguel Costa,Julie Tzu-Wen Wang,Jean-François Morfin,Tamanna Khanum,Wan To,Jane Sosabowski,Éva Tóth,Khuloud Al-Jamal;2018;0.sdv;Nanotheranostics;;2;;168-183;Alzheimer's disease,A? plaques,Pittsburgh Compound B,Brain delivery,Carbon nanotubes CNTs;Alzheimer's disease,A? plaques,Pittsburgh Compound B,Brain delivery,Carbon nanotubes CNTs;;;;;en;false
inserm-02019336;1;https://www.hal.inserm.fr/inserm-02019336;ART;10.1007/s00520-017-3902-6;;Impact of body composition on outcome in patients with early breast cancer;;Elise Deluche,Sophie Leobon,Jean Claude Desport,Laurence Venat-Bouvet,Julie Usseglio,Nicole Tubiana-Mathieu;2018-03;0.sdv,1.sdv.spee;Supportive Care in Cancer;Springer Verlag (Germany);26;;861-868;Body composition,Early breast cancer,Prognosis,Sarcopenia;Body composition,Early breast cancer,Prognosis,Sarcopenia;;;;;en;false
hal-02401353;1;https://hal.archives-ouvertes.fr/hal-02401353;ART;10.1111/epi.14083;;Longitudinal positron emission tomography imaging of glial cell activation in a mouse model of mesial temporal lobe epilepsy: Toward identification of optimal treatment windows;;Duc-Loc Nguyen,Catriona Wimberley,Charles Truillet,Benoît Jego,Fabien Caillé,Géraldine Pottier,Raphaël Boisgard,Irène Buvat,Viviane Bouilleret;2018-06;0.sdv,1.sdv.ib,2.sdv.ib.mn,0.sdv,1.sdv.ib,2.sdv.ib.ima;Epilepsia;Wiley;59;;1234-1244;;;;;;;en;false
hal-01983458;1;https://hal-normandie-univ.archives-ouvertes.fr/hal-01983458;ART;10.3997/1873-0604.2017061;;Geophysical and geochemical characterisation of a site impacted by hydrocarbon contamination undergoing biodegradation;;Mohamad Abbas,Abderrahim Jardani,Nadine Machour,Jean-Paul Dupont;2018;0.sdu,1.sdu.envi,0.sdu,1.sdu.stu,2.sdu.stu.gp,0.sdu,1.sdu.stu,2.sdu.stu.ag;Near Surface Geophysics;European Association of Geoscientists and Engineers (EAGE);16;;janv-17;;;;;;;en;false
hal-02048113;1;https://hal.univ-brest.fr/hal-02048113;ART;;;Diagnostic performance of 18 fluorodesoxyglucose positron emission/computed tomography and magnetic resonance imaging in detecting T1-T2 head and neck squamous cell carcinoma;;Anne Chaput,Philippe Robin,Fabien Podeur,Morgan Ollivier,Nathalie Keromnes,Valentin Tissot,Michel Nonent,Pierre-Yves Salaun,Jean Rousset,Ronan Abgral;2018-02;0.sdv,0.sdv,1.sdv.mhep,0.sdv,1.sdv.ib,2.sdv.ib.mn;Laryngoscope;Wiley;128;;378-385;;;;;;;en;false
hal-01934598;1;https://hal.archives-ouvertes.fr/hal-01934598;ART;10.1016/j.expthermflusci.2018.02.019;;Turbulent burning characteristics of FACE-C gasoline and TPRF blend associated with the same RON at elevated pressures;;O. Mannaa,Pierre Brequigny,Christine Mounaïm-Rousselle,Fabrice Foucher,S.H. Chung,W.L. Roberts;2018;0.spi,1.spi.fluid;Experimental Thermal and Fluid Science;Elsevier;95;;104-114;Expanding turbulent flames,TPRF,High pressure,FACE gasoline,Turbulent burning velocity;Expanding turbulent flames,TPRF,High pressure,FACE gasoline,Turbulent burning velocity;;;;;en;false
hal-01807377;1;https://hal-univ-rennes1.archives-ouvertes.fr/hal-01807377;ART;10.1016/j.diii.2018.04.007;;Radiology residents' skill level in chest x-ray reading;;C Fabre,M Proisy,C Chapuis,S Jouneau,P-A Lentz,C Meunier,G Mahé,M Lederlin;2018-06;0.sdv,1.sdv.ib;Diagnostic and Interventional Imaging;Elsevier;99;;361-370;Education,Learning,Students,Teaching,Thoracic radiography;Education,Learning,Students,Teaching,Thoracic radiography;;;;;en;false
